Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company CRA Business Number / Numéro d'entreprise ARC de la société déclarante,Reporting Company DUNS Number / Numéro DUNS de la société déclarante,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,Emission Source / Source d'emission,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2),GHGRP Quantification Requirements / Exigences de quantification du PDGES,Emission Factors / Coefficients d'émission,Engineering Estimates / Estimations techniques,Mass Balance / Bilan massique,Monitoring or Direct Measurement / Surveillance ou mesure directe
G10979,2023,Eta Lake Gas Plant,,Township 051,Alberta,,53.3851,-115.6128,18169,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Vermilion Energy Inc.,,801424250,203067660,Randy McQuaig,"VP, North America",4034768402,,rmcquaig@vermilionenergy.com,850 2 Street Southwest,Calgary,Alberta,T2P 0R8,Leakage / Fuites,0.32759,23.09589,646.68492,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,647.01251,14864.79419,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10979,2023,Eta Lake Gas Plant,,Township 051,Alberta,,53.3851,-115.6128,18169,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Vermilion Energy Inc.,,801424250,203067660,Randy McQuaig,"VP, North America",4034768402,,rmcquaig@vermilionenergy.com,850 2 Street Southwest,Calgary,Alberta,T2P 0R8,Stationary Fuel Combustion / Combustion stationnaire de combustibles,12519.09,34.3872,962.8416,0.32238,85.4307,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,13567.3623,14864.79419,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10979,2023,Eta Lake Gas Plant,,Township 051,Alberta,,53.3851,-115.6128,18169,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Vermilion Energy Inc.,,801424250,203067660,Randy McQuaig,"VP, North America",4034768402,,rmcquaig@vermilionenergy.com,850 2 Street Southwest,Calgary,Alberta,T2P 0R8,Venting / Évacuation,0.38792,22.3614,626.1192,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,626.50712,14864.79419,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10982,2023,KUNTZ ELECTROPLATING INC.,851 Wilson Avenue,Kitchener,Ontario,N2C 1J1,43.4127,-80.4434,3111,332810,"Coating, Engraving, Heat Treating and Allied Activities","Revêtement, gravure, traitement thermique et activités analogues",Kuntz Electroplating Inc.,,102892361,201247954,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,7590.18,0.147843,4.139604,0.13125,34.78125,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,7629.100854,7633.796444,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10982,2023,KUNTZ ELECTROPLATING INC.,851 Wilson Avenue,Kitchener,Ontario,N2C 1J1,43.4127,-80.4434,3111,332810,"Coating, Engraving, Heat Treating and Allied Activities","Revêtement, gravure, traitement thermique et activités analogues",Kuntz Electroplating Inc.,,102892361,201247954,,,,,,,,,,On-site Transportation / Transport sur le site,4.684,0.00013,0.00364,0.00003,0.00795,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,4.69559,7633.796444,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10983,2023,CertainTeed Insulation Ottawa,3985 Belgreen Drive West,Ottawa,Ontario,K1G 3N2,45.3808,-75.5964,1857,325220,Artificial and Synthetic Fibres and Filaments Manufacturing,Fabrication de fibres et de filaments artificiels et synthétiques,Certainteed Corp Insulation Group operating as Ottawa Fibre LP,Certainteed Corp Insulation Group operating as Ottawa Fibre LP,241041672,241041672,John Polnick,EHSS Manager,6137361215,5236,john.polnick@saint-gobain.com,3985 Belgreen Drive,Ottawa,Ontario,K1G 3N2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,11756.95,0.224,6.272,0.2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,11816.222,12256.047,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10983,2023,CertainTeed Insulation Ottawa,3985 Belgreen Drive West,Ottawa,Ontario,K1G 3N2,45.3808,-75.5964,1857,325220,Artificial and Synthetic Fibres and Filaments Manufacturing,Fabrication de fibres et de filaments artificiels et synthétiques,Certainteed Corp Insulation Group operating as Ottawa Fibre LP,Certainteed Corp Insulation Group operating as Ottawa Fibre LP,241041672,241041672,John Polnick,EHSS Manager,6137361215,5236,john.polnick@saint-gobain.com,3985 Belgreen Drive,Ottawa,Ontario,K1G 3N2,Industrial Processes / Procédés industriels,314.5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,314.5,12256.047,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10983,2023,CertainTeed Insulation Ottawa,3985 Belgreen Drive West,Ottawa,Ontario,K1G 3N2,45.3808,-75.5964,1857,325220,Artificial and Synthetic Fibres and Filaments Manufacturing,Fabrication de fibres et de filaments artificiels et synthétiques,Certainteed Corp Insulation Group operating as Ottawa Fibre LP,Certainteed Corp Insulation Group operating as Ottawa Fibre LP,241041672,241041672,John Polnick,EHSS Manager,6137361215,5236,john.polnick@saint-gobain.com,3985 Belgreen Drive,Ottawa,Ontario,K1G 3N2,On-site Transportation / Transport sur le site,122.07,0.05,1.4,0.007,1.855,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,125.325,12256.047,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10985,2023,Gibbons Site,Highway 643 East,Gibbons,Alberta,T0A 1N0,53.8331,-113.1089,250,325189,All Other Basic Inorganic Chemical Manufacturing,Fabrication de tous les autres produits chimiques inorganiques de base,Evonik Canada Inc.,,102423522,247372894,Kevin Wagil,Production Manager,7809923300,,kevin.wagil@evonik.com,,GIBBONS,Alberta,T0A 1N0,Stationary Fuel Combustion / Combustion stationnaire de combustibles,16582,0.32,8.96,0.29,76.85,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,16667.81,16724.394,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10985,2023,Gibbons Site,Highway 643 East,Gibbons,Alberta,T0A 1N0,53.8331,-113.1089,250,325189,All Other Basic Inorganic Chemical Manufacturing,Fabrication de tous les autres produits chimiques inorganiques de base,Evonik Canada Inc.,,102423522,247372894,Kevin Wagil,Production Manager,7809923300,,kevin.wagil@evonik.com,,GIBBONS,Alberta,T0A 1N0,On-site Transportation / Transport sur le site,51.2,0.003,0.084,0.02,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,56.584,16724.394,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10986,2023,DALSA SEMICONDUCTOR - BROMONT,18 Boulevard de l'Aéroport,Bromont,Quebec,J2L 1S7,45.2987,-72.7142,1623,334410,Semiconductor and Other Electronic Component Manufacturing,Fabrication de semi-conducteurs et d'autres composants électroniques,"Teledyne Digital Imaging, Inc.",,892136599,0,Rachel Paris,Responsable environnement,4505342321,1413,rachel.paris@teledyne.com,18 de l'aéroport Boulevard,Bromont,Quebec,J2L 1S7,Stationary Fuel Combustion / Combustion stationnaire de combustibles,1658,0.033,0.924,0.029,7.685,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1666.609,26478.67873,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10986,2023,DALSA SEMICONDUCTOR - BROMONT,18 Boulevard de l'Aéroport,Bromont,Quebec,J2L 1S7,45.2987,-72.7142,1623,334410,Semiconductor and Other Electronic Component Manufacturing,Fabrication de semi-conducteurs et d'autres composants électroniques,"Teledyne Digital Imaging, Inc.",,892136599,0,Rachel Paris,Responsable environnement,4505342321,1413,rachel.paris@teledyne.com,18 de l'aéroport Boulevard,Bromont,Quebec,J2L 1S7,Industrial Processes / Procédés industriels,1.1,0.00056,0.01568,0.47701,126.40765,0.08605,1067.02,,,,,,,,,,,0.227,295.1,,,,,,,,,,,,,1362.12,0.67406,4469.0178,1.12556,12493.716,,,,,0.09219,879.4926,,,,,17842.2264,0.2332,5480.2,24812.06973,26478.67873,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10989,2023,Edmonton Plant,831 Hayter Road,Edmonton,Alberta,T6S 1A1,53.5717,-113.3498,1251,327990,All Other Non-Metallic Mineral Product Manufacturing,Fabrication de tous les autres produits minéraux non métalliques,Owens Corning Insulating Systems Canada LP,,837229160,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,19009.3603,0.3714,10.3992,0.3297,87.3705,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,19107.13,19107.13,Not applicable / Sans Objet,Applicable,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10990,2023,ALBERTA DISTILLERS,1521 34th Avenue,Calgary,Alberta,T2H 1X1,51.8334,-114.026,2599,312140,Distilleries,Distilleries,Alberta Distillers Ltd.,,100111756,0,Bruce Bunting,EHS Manager,4038269344,,bruce.bunting@beamsuntory.com,1521 34 Avenue SE Avenue,Calgary,Alberta,T2G 1V9,Stationary Fuel Combustion / Combustion stationnaire de combustibles,22162.27,0.411,11.508,0.37,98.05,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,22271.828,22315.86157,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10990,2023,ALBERTA DISTILLERS,1521 34th Avenue,Calgary,Alberta,T2H 1X1,51.8334,-114.026,2599,312140,Distilleries,Distilleries,Alberta Distillers Ltd.,,100111756,0,Bruce Bunting,EHS Manager,4038269344,,bruce.bunting@beamsuntory.com,1521 34 Avenue SE Avenue,Calgary,Alberta,T2G 1V9,On-site Transportation / Transport sur le site,43.20071,0.020224,0.566272,0.001006,0.26659,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,44.033572,22315.86157,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10991,2023,BIOX Canada Limited,41 Oliver Street,Hamilton,Ontario,L8L 4K9,43.2691,-79.8425,11700,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,BIOX Canada Limited,,861246270,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,6176.4,0.120479,3.373412,0.106956,28.34334,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,6208.116752,6208.116752,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10993,2023,Ante Creek North Sour Gas Plant 02-26,,,Alberta,,54.8972,-117.7088,15131,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),ARC RESOURCES LTD.,ARC,895974236,253875702,Bryan Benoit,Emissions Reporting Specialist,5873498190,,BBenoit@arcresources.com,308 4 Avenue Avenue Southwest,Calgary,Alberta,T2P 0H7,Flaring / Torchage,585.84625,2.68659,75.22452,0.00977,2.58905,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,663.65982,12219.97868,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10993,2023,Ante Creek North Sour Gas Plant 02-26,,,Alberta,,54.8972,-117.7088,15131,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),ARC RESOURCES LTD.,ARC,895974236,253875702,Bryan Benoit,Emissions Reporting Specialist,5873498190,,BBenoit@arcresources.com,308 4 Avenue Avenue Southwest,Calgary,Alberta,T2P 0H7,Leakage / Fuites,0.08821,5.0849,142.3772,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,142.46541,12219.97868,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10993,2023,Ante Creek North Sour Gas Plant 02-26,,,Alberta,,54.8972,-117.7088,15131,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),ARC RESOURCES LTD.,ARC,895974236,253875702,Bryan Benoit,Emissions Reporting Specialist,5873498190,,BBenoit@arcresources.com,308 4 Avenue Avenue Southwest,Calgary,Alberta,T2P 0H7,Stationary Fuel Combustion / Combustion stationnaire de combustibles,10084.82399,14.41353,403.57884,2.11014,559.1871,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,11047.58993,12219.97868,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10993,2023,Ante Creek North Sour Gas Plant 02-26,,,Alberta,,54.8972,-117.7088,15131,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),ARC RESOURCES LTD.,ARC,895974236,253875702,Bryan Benoit,Emissions Reporting Specialist,5873498190,,BBenoit@arcresources.com,308 4 Avenue Avenue Southwest,Calgary,Alberta,T2P 0H7,Venting / Évacuation,0.30576,13.06992,365.95776,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,366.26352,12219.97868,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10994,2023,Oil Recovery Division,300 Woolwich Street,Breslau,Ontario,N0B 1M0,43.465,-80.4076,0,324190,Other Petroleum and Coal Products Manufacturing,Fabrication d'autres produits du pétrole et du charbon,Safety-Kleen Canada Inc. [principal],,898206545,247962822,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,44968.595,0.3168,8.8704,0.544,144.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,45121.6254,48408.6806,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10994,2023,Oil Recovery Division,300 Woolwich Street,Breslau,Ontario,N0B 1M0,43.465,-80.4076,0,324190,Other Petroleum and Coal Products Manufacturing,Fabrication d'autres produits du pétrole et du charbon,Safety-Kleen Canada Inc. [principal],,898206545,247962822,,,,,,,,,,Venting / Évacuation,567.1577,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,567.1577,48408.6806,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10994,2023,Oil Recovery Division,300 Woolwich Street,Breslau,Ontario,N0B 1M0,43.465,-80.4076,0,324190,Other Petroleum and Coal Products Manufacturing,Fabrication d'autres produits du pétrole et du charbon,Safety-Kleen Canada Inc. [principal],,898206545,247962822,,,,,,,,,,Wastewater / Eaux usées,60.7285,,0,10.0346,2659.169,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,2719.8975,48408.6806,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10998,2023,CARBERRY FACTORY,1961 French Fry Road,Carberry,Manitoba,R0K 0H0,49.85010804,-99.34721792,7183,311990,All Other Food Manufacturing,Fabrication de tous les autres aliments,McCain Foods Canada Ltd.,,103584124,200195923,Diego Fernandes,Plant Manager,4033457533,,diego.fernandes@mccain.ca,1961 French Fry Road,Carberry,Manitoba,R0K 0H0,Stationary Fuel Combustion / Combustion stationnaire de combustibles,22086,0.4325,12.11,0.3839,101.7335,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,22199.8435,22199.8435,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G11000,2023,Mitsue Sour GP 10-30-72-4W5,,SLAVE LAKE,Alberta,T0G 2A0,55.2656,-114.6014,16149,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cardinal Energy Ltd.,,816104905,0,Tim Wozney,Emissions & Regulatory Engineer,4038520961,,TimW@cardinalenergy.ca,400 3rd Avenue Southwest,Calgary,Alberta,T2P 4H2,Flaring / Torchage,252.6128,1.81,50.68,0.02766,7.3299,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,310.6227,16556.8465,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G11000,2023,Mitsue Sour GP 10-30-72-4W5,,SLAVE LAKE,Alberta,T0G 2A0,55.2656,-114.6014,16149,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cardinal Energy Ltd.,,816104905,0,Tim Wozney,Emissions & Regulatory Engineer,4038520961,,TimW@cardinalenergy.ca,400 3rd Avenue Southwest,Calgary,Alberta,T2P 4H2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,14025.3626,11.7,327.6,5.7016,1510.924,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,15863.8866,16556.8465,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G11000,2023,Mitsue Sour GP 10-30-72-4W5,,SLAVE LAKE,Alberta,T0G 2A0,55.2656,-114.6014,16149,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cardinal Energy Ltd.,,816104905,0,Tim Wozney,Emissions & Regulatory Engineer,4038520961,,TimW@cardinalenergy.ca,400 3rd Avenue Southwest,Calgary,Alberta,T2P 4H2,Venting / Évacuation,0,13.6549,382.3372,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,382.3372,16556.8465,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G11003,2023,Slave Lake Sour Gas Plant 09-15,,,Alberta,,56.2848,-116.1117,22557,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Obsidian Energy Ltd.,,898888284,252197710,Kenda Friesen,Emissions and ARO Advisor,4038063522,,kenda.friesen@obsidianenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Flaring / Torchage,18024.2657,6.3175,176.89,0.0781,20.6965,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,18221.8522,36405.1281,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G11003,2023,Slave Lake Sour Gas Plant 09-15,,,Alberta,,56.2848,-116.1117,22557,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Obsidian Energy Ltd.,,898888284,252197710,Kenda Friesen,Emissions and ARO Advisor,4038063522,,kenda.friesen@obsidianenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Stationary Fuel Combustion / Combustion stationnaire de combustibles,16772.5046,46.3141,1296.7948,0.4301,113.9765,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,18183.2759,36405.1281,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G11004,2023,Pembalta #7 Sour Gas Plant 04-34,,,Alberta,,53.0904,-115.245,,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Obsidian Energy Ltd.,,898888284,252197710,Kenda Friesen,Emissions and ARO Advisor,4038063522,,kenda.friesen@obsidianenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Flaring / Torchage,2794.14,13.2722,371.6216,0.0404,10.706,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,3176.4676,15666.5624,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G11004,2023,Pembalta #7 Sour Gas Plant 04-34,,,Alberta,,53.0904,-115.245,,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Obsidian Energy Ltd.,,898888284,252197710,Kenda Friesen,Emissions and ARO Advisor,4038063522,,kenda.friesen@obsidianenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Leakage / Fuites,0.0082,0.2013,5.6364,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,5.6446,15666.5624,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G11004,2023,Pembalta #7 Sour Gas Plant 04-34,,,Alberta,,53.0904,-115.245,,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Obsidian Energy Ltd.,,898888284,252197710,Kenda Friesen,Emissions and ARO Advisor,4038063522,,kenda.friesen@obsidianenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Stationary Fuel Combustion / Combustion stationnaire de combustibles,11229.7062,30.3531,849.8868,0.2819,74.7035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,12154.2965,15666.5624,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G11004,2023,Pembalta #7 Sour Gas Plant 04-34,,,Alberta,,53.0904,-115.245,,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Obsidian Energy Ltd.,,898888284,252197710,Kenda Friesen,Emissions and ARO Advisor,4038063522,,kenda.friesen@obsidianenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Venting / Évacuation,1.5849,11.7346,328.5688,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,330.1537,15666.5624,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G11005,2023,Willesden Green Sweet Gas Plant 14-01,,,Alberta,,52.5941,-114.8793,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Obsidian Energy Ltd.,,898888284,252197710,Kenda Friesen,Emissions and ARO Advisor,4038063522,,kenda.friesen@obsidianenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Flaring / Torchage,99.18,0.4711,13.1908,0.0014,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,112.7418,19545.7121,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G11005,2023,Willesden Green Sweet Gas Plant 14-01,,,Alberta,,52.5941,-114.8793,0,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Obsidian Energy Ltd.,,898888284,252197710,Kenda Friesen,Emissions and ARO Advisor,4038063522,,kenda.friesen@obsidianenergy.com,207 9 Avenue Southwest,Calgary,Alberta,T2P 1K3,Leakage / Fuites,0.0531,1.3103,36.6884,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,36.7415,19545.7121,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
